[2024-03-20 19:10:05] [world] The Player <NezukoChan> has picked 1 of WOOL at X= -10241, Y= 64, Z= 4090 that had [] enchantment(s) |  
[2024-03-20 21:37:08] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 8, Z= -165 that had [] enchantment(s) |  
[2024-03-20 21:37:10] [world] The Player <astronomy> has picked 2 of COBBLESTONE at X= 1803, Y= 38, Z= 298 that had [] enchantment(s) |  
[2024-03-20 21:37:10] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10160, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-20 21:37:13] [world] The Player <Mudkips_Rule> has picked 7 of OBSIDIAN at X= -1356, Y= 63, Z= -268 that had [] enchantment(s) |  
[2024-03-20 21:37:13] [world] The Player <Mudkips_Rule> has picked 1 of OBSIDIAN at X= -1356, Y= 63, Z= -268 that had [] enchantment(s) |  
[2024-03-20 21:37:18] [world] The Player <A_Random_Person> has picked 4 of COBBLESTONE at X= -1303, Y= 8, Z= -163 that had [] enchantment(s) |  
[2024-03-20 21:37:19] [world] The Player <A_Random_Person> has picked 2 of COBBLESTONE at X= -1303, Y= 8, Z= -163 that had [] enchantment(s) |  
[2024-03-20 21:37:20] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 8, Z= -161 that had [] enchantment(s) |  
[2024-03-20 21:37:21] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 8, Z= -162 that had [] enchantment(s) |  
[2024-03-20 21:37:24] [world] The Player <hexa> has picked 1 of LADDER at X= -2528, Y= 64, Z= 582 that had [] enchantment(s) |  
[2024-03-20 21:37:24] [world] The Player <astronomy> has picked 1 of COBBLESTONE at X= 1802, Y= 38, Z= 297 that had [] enchantment(s) |  
[2024-03-20 21:37:25] [world] The Player <A_Random_Person> has picked 4 of COBBLESTONE at X= -1303, Y= 8, Z= -160 that had [] enchantment(s) |  
[2024-03-20 21:37:26] [world] The Player <A_Random_Person> has picked 2 of COBBLESTONE at X= -1303, Y= 8, Z= -158 that had [] enchantment(s) |  
[2024-03-20 21:37:29] [world] The Player <A_Random_Person> has picked 2 of COBBLESTONE at X= -1303, Y= 8, Z= -157 that had [] enchantment(s) |  
[2024-03-20 21:37:30] [world] The Player <A_Random_Person> has picked 2 of COBBLESTONE at X= -1303, Y= 8, Z= -156 that had [] enchantment(s) |  
[2024-03-20 21:37:31] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 8, Z= -156 that had [] enchantment(s) |  
[2024-03-20 21:37:33] [world] The Player <A_Random_Person> has picked 9 of REDSTONE at X= -1303, Y= 8, Z= -155 that had [] enchantment(s) |  
[2024-03-20 21:37:36] [world] The Player <astronomy> has picked 6 of COBBLESTONE at X= 1804, Y= 40, Z= 294 that had [] enchantment(s) |  
[2024-03-20 21:37:37] [world] The Player <astronomy> has picked 1 of COBBLESTONE at X= 1804, Y= 40, Z= 293 that had [] enchantment(s) |  
[2024-03-20 21:37:38] [world] The Player <astronomy> has picked 1 of SEEDS at X= 1803, Y= 38, Z= 295 that had [] enchantment(s) |  
[2024-03-20 21:37:45] [world] The Player <astronomy> has picked 1 of COBBLESTONE at X= 1799, Y= 40, Z= 294 that had [] enchantment(s) |  
[2024-03-20 21:37:45] [world] The Player <astronomy> has picked 1 of COBBLESTONE at X= 1799, Y= 40, Z= 293 that had [] enchantment(s) |  
[2024-03-20 21:37:45] [world] The Player <astronomy> has picked 1 of COBBLESTONE at X= 1799, Y= 40, Z= 295 that had [] enchantment(s) |  
[2024-03-20 21:37:45] [world] The Player <astronomy> has picked 1 of SMOOTH_BRICK at X= 1799, Y= 40, Z= 291 that had [] enchantment(s) |  
[2024-03-20 21:37:46] [world] The Player <astronomy> has picked 1 of TORCH at X= 1800, Y= 38, Z= 290 that had [] enchantment(s) |  
[2024-03-20 21:37:52] [world] The Player <astronomy> has picked 9 of STONE at X= 1801, Y= 38, Z= 295 that had [] enchantment(s) |  
[2024-03-20 21:37:52] [world] The Player <Mudkips_Rule> has picked 8 of OBSIDIAN at X= -1356, Y= 63, Z= -267 that had [] enchantment(s) |  
[2024-03-20 21:38:02] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 9, Z= -154 that had [] enchantment(s) |  
[2024-03-20 21:38:03] [world] The Player <A_Random_Person> has picked 8 of REDSTONE at X= -1303, Y= 8, Z= -154 that had [] enchantment(s) |  
[2024-03-20 21:38:08] [world] The Player <Mudkips_Rule> has picked 8 of OBSIDIAN at X= -1355, Y= 63, Z= -262 that had [] enchantment(s) |  
[2024-03-20 21:38:10] [world] The Player <A_Random_Person> has picked 2 of COBBLESTONE at X= -1303, Y= 8, Z= -154 that had [] enchantment(s) |  
[2024-03-20 21:38:11] [world] The Player <A_Random_Person> has picked 2 of COBBLESTONE at X= -1303, Y= 8, Z= -152 that had [] enchantment(s) |  
[2024-03-20 21:38:12] [world] The Player <Mudkips_Rule> has picked 1 of QUARTZ_BLOCK at X= -1355, Y= 62, Z= -261 that had [] enchantment(s) |  
[2024-03-20 21:38:13] [world] The Player <A_Random_Person> has picked 3 of IRON_ORE at X= -1303, Y= 7, Z= -151 that had [] enchantment(s) |  
[2024-03-20 21:38:14] [world] The Player <A_Random_Person> has picked 1 of IRON_ORE at X= -1302, Y= 8, Z= -152 that had [] enchantment(s) |  
[2024-03-20 21:38:15] [world] The Player <A_Random_Person> has picked 1 of IRON_ORE at X= -1302, Y= 7, Z= -151 that had [] enchantment(s) |  
[2024-03-20 21:38:24] [world] The Player <A_Random_Person> has picked 7 of COBBLESTONE at X= -1303, Y= 8, Z= -148 that had [] enchantment(s) |  
[2024-03-20 21:38:25] [world] The Player <A_Random_Person> has picked 1 of STONE at X= -1303, Y= 8, Z= -148 that had [] enchantment(s) |  
[2024-03-20 21:38:25] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 8, Z= -147 that had [] enchantment(s) |  
[2024-03-20 21:38:26] [world] The Player <A_Random_Person> has picked 1 of IRON_ORE at X= -1303, Y= 8, Z= -146 that had [] enchantment(s) |  
[2024-03-20 21:38:26] [world] The Player <A_Random_Person> has picked 1 of IRON_ORE at X= -1303, Y= 8, Z= -146 that had [] enchantment(s) |  
[2024-03-20 21:38:27] [world] The Player <A_Random_Person> has picked 1 of IRON_ORE at X= -1303, Y= 8, Z= -146 that had [] enchantment(s) |  
[2024-03-20 21:38:29] [world] The Player <A_Random_Person> has picked 1 of IRON_ORE at X= -1304, Y= 8, Z= -146 that had [] enchantment(s) |  
[2024-03-20 21:38:29] [world] The Player <A_Random_Person> has picked 4 of IRON_ORE at X= -1304, Y= 8, Z= -145 that had [] enchantment(s) |  
[2024-03-20 21:38:30] [world] The Player <A_Random_Person> has picked 2 of IRON_ORE at X= -1303, Y= 7, Z= -144 that had [] enchantment(s) |  
[2024-03-20 21:38:34] [world] The Player <A_Random_Person> has picked 5 of COBBLESTONE at X= -1303, Y= 8, Z= -143 that had [] enchantment(s) |  
[2024-03-20 21:38:36] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 8, Z= -141 that had [] enchantment(s) |  
[2024-03-20 21:38:41] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 8, Z= -140 that had [] enchantment(s) |  
[2024-03-20 21:38:41] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 8, Z= -141 that had [] enchantment(s) |  
[2024-03-20 21:38:42] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 8, Z= -141 that had [] enchantment(s) |  
[2024-03-20 21:38:44] [world] The Player <Mudkips_Rule> has picked 27 of EYE_OF_ENDER at X= -1355, Y= 63, Z= -265 that had [] enchantment(s) |  
[2024-03-20 21:38:46] [world] The Player <hexa> has picked 1 of WOOL at X= -2529, Y= 67, Z= 584 that had [] enchantment(s) |  
[2024-03-20 21:38:47] [world] The Player <A_Random_Person> has picked 2 of COBBLESTONE at X= -1303, Y= 8, Z= -139 that had [] enchantment(s) |  
[2024-03-20 21:38:50] [world] The Player <I_am_amazing> has picked 1 of STONE at X= -1377, Y= 12, Z= -340 that had [] enchantment(s) |  
[2024-03-20 21:38:54] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1377, Y= 11, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:38:55] [world] The Player <Mudkips_Rule> has picked 1 of STRING at X= -1358, Y= 63, Z= -264 that had [] enchantment(s) |  
[2024-03-20 21:38:57] [world] The Player <Mudkips_Rule> has picked 1 of POTION at X= -1354, Y= 63, Z= -266 that had [] enchantment(s) |  
[2024-03-20 21:38:59] [world] The Player <Mudkips_Rule> has picked 1 of POTION at X= -1354, Y= 62, Z= -266 that had [] enchantment(s) |  
[2024-03-20 21:38:59] [world] The Player <Mudkips_Rule> has picked 1 of BREWING_STAND_ITEM at X= -1354, Y= 62, Z= -266 that had [] enchantment(s) |  
[2024-03-20 21:38:59] [world] The Player <Mudkips_Rule> has picked 1 of COBBLESTONE at X= -1354, Y= 62, Z= -267 that had [] enchantment(s) |  
[2024-03-20 21:38:59] [world] The Player <I_am_amazing> has picked 4 of STONE at X= -1377, Y= 11, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:39:00] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1379, Y= 11, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:39:03] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1380, Y= 11, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:39:06] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1380, Y= 11, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:39:09] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1380, Y= 12, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:39:11] [world] The Player <hexa> has picked 1 of WOOL at X= -2527, Y= 67, Z= 582 that had [] enchantment(s) |  
[2024-03-20 21:39:11] [world] The Player <hexa> has picked 2 of TRAP_DOOR at X= -2527, Y= 67, Z= 582 that had [] enchantment(s) |  
[2024-03-20 21:39:12] [world] The Player <hexa> has picked 1 of WOOD_STEP at X= -2528, Y= 64, Z= 582 that had [] enchantment(s) |  
[2024-03-20 21:39:12] [world] The Player <hexa> has picked 1 of WOOL at X= -2528, Y= 63, Z= 583 that had [] enchantment(s) |  
[2024-03-20 21:39:12] [world] The Player <hexa> has picked 1 of TRAP_DOOR at X= -2528, Y= 63, Z= 583 that had [] enchantment(s) |  
[2024-03-20 21:39:13] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1381, Y= 11, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:39:13] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1382, Y= 11, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:39:14] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1383, Y= 11, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:39:15] [world] The Player <I_am_amazing> has picked 1 of STONE at X= -1383, Y= 12, Z= -340 that had [] enchantment(s) |  
[2024-03-20 21:39:16] [world] The Player <I_am_amazing> has picked 1 of STONE at X= -1383, Y= 12, Z= -339 that had [] enchantment(s) |  
[2024-03-20 21:39:20] [world] The Player <I_am_amazing> has picked 1 of STONE at X= -1383, Y= 12, Z= -342 that had [] enchantment(s) |  
[2024-03-20 21:39:24] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1384, Y= 11, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:39:25] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1385, Y= 11, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:39:26] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1385, Y= 11, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:39:27] [world] The Player <I_am_amazing> has picked 1 of STONE at X= -1386, Y= 12, Z= -340 that had [] enchantment(s) |  
[2024-03-20 21:39:30] [world] The Player <I_am_amazing> has picked 1 of STONE at X= -1386, Y= 12, Z= -342 that had [] enchantment(s) |  
[2024-03-20 21:39:34] [world] The Player <I_am_amazing> has picked 12 of STONE at X= -1386, Y= 12, Z= -342 that had [] enchantment(s) |  
[2024-03-20 21:39:36] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1386, Y= 12, Z= -342 that had [] enchantment(s) |  
[2024-03-20 21:39:37] [world] The Player <I_am_amazing> has picked 1 of STONE at X= -1386, Y= 12, Z= -344 that had [] enchantment(s) |  
[2024-03-20 21:39:41] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1387, Y= 11, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:39:42] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1388, Y= 11, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:39:42] [world] The Player <I_am_amazing> has picked 2 of STONE at X= -1389, Y= 11, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:39:46] [world] The Player <I_am_amazing> has picked 1 of REDSTONE_ORE at X= -1386, Y= 12, Z= -346 that had [] enchantment(s) |  
[2024-03-20 21:39:48] [world] The Player <I_am_amazing> has picked 3 of REDSTONE_ORE at X= -1386, Y= 13, Z= -346 that had [] enchantment(s) |  
[2024-03-20 21:39:48] [world] The Player <I_am_amazing> has picked 1 of REDSTONE_ORE at X= -1385, Y= 13, Z= -347 that had [] enchantment(s) |  
[2024-03-20 21:39:49] [world] The Player <A_Random_Person> has picked 25 of COBBLESTONE at X= -1303, Y= 8, Z= -126 that had [] enchantment(s) |  
[2024-03-20 21:39:49] [world] The Player <hexa> has picked 1 of ARROW at X= -2526, Y= 68, Z= 585 that had [] enchantment(s) |  
[2024-03-20 21:39:49] [world] The Player <hexa> has picked 1 of ARROW at X= -2526, Y= 68, Z= 585 that had [] enchantment(s) |  
[2024-03-20 21:39:50] [world] The Player <I_am_amazing> has picked 1 of REDSTONE_ORE at X= -1385, Y= 13, Z= -346 that had [] enchantment(s) |  
[2024-03-20 21:39:51] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1304, Y= 9, Z= -127 that had [] enchantment(s) |  
[2024-03-20 21:39:52] [world] The Player <I_am_amazing> has picked 1 of REDSTONE_ORE at X= -1385, Y= 14, Z= -345 that had [] enchantment(s) |  
[2024-03-20 21:39:53] [world] The Player <I_am_amazing> has picked 1 of STONE at X= -1385, Y= 13, Z= -346 that had [] enchantment(s) |  
[2024-03-20 21:39:53] [world] The Player <I_am_amazing> has picked 1 of STONE at X= -1386, Y= 13, Z= -345 that had [] enchantment(s) |  
[2024-03-20 21:39:53] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1305, Y= 9, Z= -127 that had [] enchantment(s) |  
[2024-03-20 21:39:54] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1304, Y= 8, Z= -127 that had [] enchantment(s) |  
[2024-03-20 21:39:54] [world] The Player <A_Random_Person> has picked 2 of COBBLESTONE at X= -1306, Y= 9, Z= -127 that had [] enchantment(s) |  
[2024-03-20 21:39:55] [world] The Player <I_am_amazing> has picked 1 of REDSTONE_ORE at X= -1385, Y= 14, Z= -344 that had [] enchantment(s) |  
[2024-03-20 21:39:55] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1305, Y= 8, Z= -127 that had [] enchantment(s) |  
[2024-03-20 21:39:55] [world] The Player <I_am_amazing> has picked 1 of REDSTONE_ORE at X= -1384, Y= 14, Z= -345 that had [] enchantment(s) |  
[2024-03-20 21:39:55] [world] The Player <I_am_amazing> has picked 1 of REDSTONE_ORE at X= -1384, Y= 14, Z= -344 that had [] enchantment(s) |  
[2024-03-20 21:39:56] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1307, Y= 9, Z= -127 that had [] enchantment(s) |  
[2024-03-20 21:39:56] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1306, Y= 8, Z= -127 that had [] enchantment(s) |  
[2024-03-20 21:39:57] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1308, Y= 9, Z= -127 that had [] enchantment(s) |  
[2024-03-20 21:40:04] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 8, Z= -126 that had [] enchantment(s) |  
[2024-03-20 21:40:05] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 9, Z= -125 that had [] enchantment(s) |  
[2024-03-20 21:40:06] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 8, Z= -125 that had [] enchantment(s) |  
[2024-03-20 21:40:07] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 8, Z= -124 that had [] enchantment(s) |  
[2024-03-20 21:40:07] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 8, Z= -124 that had [] enchantment(s) |  
[2024-03-20 21:40:10] [world] The Player <A_Random_Person> has picked 3 of COBBLESTONE at X= -1303, Y= 8, Z= -123 that had [] enchantment(s) |  
[2024-03-20 21:40:13] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1304, Y= 9, Z= -124 that had [] enchantment(s) |  
[2024-03-20 21:40:17] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1303, Y= 9, Z= -124 that had [] enchantment(s) |  
[2024-03-20 21:40:19] [world] The Player <astronomy> has picked 1 of DIRT at X= 1804, Y= 62, Z= 260 that had [] enchantment(s) |  
[2024-03-20 21:40:21] [world] The Player <A_Random_Person> has picked 4 of COBBLESTONE at X= -1302, Y= 8, Z= -124 that had [] enchantment(s) |  
[2024-03-20 21:40:21] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1299, Y= 9, Z= -124 that had [] enchantment(s) |  
[2024-03-20 21:40:22] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1300, Y= 8, Z= -124 that had [] enchantment(s) |  
[2024-03-20 21:40:22] [world] The Player <astronomy> has picked 2 of DIRT at X= 1804, Y= 63, Z= 258 that had [] enchantment(s) |  
[2024-03-20 21:40:22] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1300, Y= 8, Z= -124 that had [] enchantment(s) |  
[2024-03-20 21:40:23] [world] The Player <NezukoChan> has picked 1 of DIRT at X= -10188, Y= 61, Z= 4103 that had [] enchantment(s) |  
[2024-03-20 21:40:23] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1299, Y= 8, Z= -124 that had [] enchantment(s) |  
[2024-03-20 21:40:25] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1298, Y= 8, Z= -124 that had [] enchantment(s) |  
[2024-03-20 21:40:26] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1298, Y= 9, Z= -123 that had [] enchantment(s) |  
[2024-03-20 21:40:27] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1298, Y= 8, Z= -124 that had [] enchantment(s) |  
[2024-03-20 21:40:28] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1298, Y= 8, Z= -123 that had [] enchantment(s) |  
[2024-03-20 21:40:29] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1298, Y= 8, Z= -122 that had [] enchantment(s) |  
[2024-03-20 21:40:30] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1298, Y= 8, Z= -122 that had [] enchantment(s) |  
[2024-03-20 21:40:32] [world] The Player <A_Random_Person> has picked 2 of COBBLESTONE at X= -1298, Y= 8, Z= -120 that had [] enchantment(s) |  
[2024-03-20 21:40:32] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1298, Y= 8, Z= -121 that had [] enchantment(s) |  
[2024-03-20 21:40:37] [world] The Player <A_Random_Person> has picked 1 of COBBLESTONE at X= -1297, Y= 9, Z= -120 that had [] enchantment(s) |  
[2024-03-20 21:40:43] [world] The Player <I_am_amazing> has picked 1 of STONE at X= -1389, Y= 10, Z= -341 that had [] enchantment(s) |  
[2024-03-20 21:40:45] [world] The Player <A_Random_Person> has picked 4 of COBBLESTONE at X= -1297, Y= 8, Z= -121 that had [] enchantment(s) |  
