[2024-03-17 22:33:36] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -601, Y= 67, Z= 369 that had [] enchantment(s) |  
[2024-03-17 23:54:13] [world] The Player <bagelz> has picked 3 of DIRT at X= 1030, Y= 78, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:54:14] [world] The Player <bagelz> has picked 1 of DIRT at X= 1030, Y= 77, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:54:17] [world] The Player <bagelz> has picked 1 of DIRT at X= 1030, Y= 76, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:54:18] [world] The Player <bagelz> has picked 1 of DIRT at X= 1031, Y= 77, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:54:21] [world] The Player <bagelz> has picked 1 of DIRT at X= 1031, Y= 76, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:54:23] [world] The Player <bagelz> has picked 1 of DIRT at X= 1030, Y= 77, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:54:25] [world] The Player <bagelz> has picked 1 of DIRT at X= 1030, Y= 78, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:54:45] [world] The Player <Tester> has picked 1 of SIGN at X= -558, Y= 88, Z= 280 that had [] enchantment(s) |  
[2024-03-17 23:58:44] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1032, Y= 105, Z= 2308 that had [] enchantment(s) |  
[2024-03-17 23:58:50] [world] The Player <bagelz> has picked 3 of COBBLESTONE at X= 1032, Y= 105, Z= 2309 that had [] enchantment(s) |  
[2024-03-17 23:59:08] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1032, Y= 106, Z= 2308 that had [] enchantment(s) |  
[2024-03-17 23:59:10] [world] The Player <bagelz> has picked 2 of COBBLESTONE at X= 1032, Y= 106, Z= 2309 that had [] enchantment(s) |  
[2024-03-17 23:59:46] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 79, Z= 2321 that had [] enchantment(s) |  
[2024-03-18 00:01:07] [world_the_end] The Player <NezukoChan> has picked 1 of GLASS at X= -168, Y= 104, Z= 39 that had [] enchantment(s) |  
[2024-03-18 00:01:37] [world] The Player <Tester> has picked 8 of DIRT at X= -657, Y= 69, Z= 242 that had [] enchantment(s) |  
[2024-03-18 00:01:38] [world] The Player <Tester> has picked 1 of DIRT at X= -655, Y= 69, Z= 240 that had [] enchantment(s) |  
[2024-03-18 00:01:39] [world] The Player <Tester> has picked 1 of DIRT at X= -662, Y= 69, Z= 241 that had [] enchantment(s) |  
[2024-03-18 00:01:42] [world] The Player <Tester> has picked 2 of DIRT at X= -662, Y= 69, Z= 241 that had [] enchantment(s) |  
[2024-03-18 00:01:43] [world] The Player <Tester> has picked 1 of SAND at X= -663, Y= 69, Z= 241 that had [] enchantment(s) |  
[2024-03-18 00:01:45] [world] The Player <Tester> has picked 10 of DIRT at X= -669, Y= 70, Z= 241 that had [] enchantment(s) |  
[2024-03-18 00:01:45] [world] The Player <Tester> has picked 1 of DIRT at X= -670, Y= 70, Z= 241 that had [] enchantment(s) |  
[2024-03-18 00:02:03] [world] The Player <Tester> has picked 1 of CHEST at X= -689, Y= 67, Z= 227 that had [] enchantment(s) |  
[2024-03-18 00:06:26] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 79, Z= 2320 that had [] enchantment(s) |  
[2024-03-18 00:06:28] [world_the_end] The Player <Tester> has picked 3 of ENDER_PEARL at X= -175, Y= 101, Z= 38 that had [] enchantment(s) |  
[2024-03-18 00:06:28] [world_the_end] The Player <Tester> has picked 1 of ENDER_PEARL at X= -175, Y= 101, Z= 39 that had [] enchantment(s) |  
[2024-03-18 00:08:10] [world] The Player <Milk_Frog> has picked 1 of REDSTONE at X= -576, Y= 64, Z= 276 that had [] enchantment(s) |  
[2024-03-18 00:09:21] [world] The Player <Milk_Frog> has picked 1 of REDSTONE at X= -576, Y= 64, Z= 275 that had [] enchantment(s) |  
[2024-03-18 00:10:31] [world] The Player <Milk_Frog> has picked 1 of LEVER at X= -576, Y= 68, Z= 276 that had [] enchantment(s) |  
[2024-03-18 00:10:35] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1032, Y= 105, Z= 2308 that had [] enchantment(s) |  
[2024-03-18 00:10:38] [world] The Player <bagelz> has picked 2 of COBBLESTONE at X= 1032, Y= 105, Z= 2307 that had [] enchantment(s) |  
[2024-03-18 00:10:38] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1032, Y= 105, Z= 2309 that had [] enchantment(s) |  
[2024-03-18 00:11:21] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 79, Z= 2321 that had [] enchantment(s) |  
[2024-03-18 00:11:38] [world] The Player <bagelz> has picked 2 of ROTTEN_FLESH at X= 1029, Y= 80, Z= 2327 that had [] enchantment(s) |  
[2024-03-18 00:12:47] [world_the_end] The Player <Koi> has picked 1 of COBBLESTONE at X= -167, Y= 54, Z= 39 that had [] enchantment(s) |  
[2024-03-18 00:12:49] [world_the_end] The Player <NezukoChan> has picked 1 of GLASS at X= -170, Y= 100, Z= 40 that had [] enchantment(s) |  
[2024-03-18 00:12:54] [world_the_end] The Player <NezukoChan> has picked 1 of NETHERRACK at X= -167, Y= 101, Z= 41 that had [] enchantment(s) |  
[2024-03-18 00:12:55] [world_the_end] The Player <NezukoChan> has picked 2 of GLASS at X= -168, Y= 100, Z= 40 that had [] enchantment(s) |  
[2024-03-18 00:12:57] [world] The Player <Milk_Frog> has picked 1 of LEVER at X= -579, Y= 68, Z= 279 that had [] enchantment(s) |  
[2024-03-18 00:13:08] [world_the_end] The Player <NezukoChan> has picked 2 of GLASS at X= -168, Y= 103, Z= 37 that had [] enchantment(s) |  
[2024-03-18 00:13:10] [world_the_end] The Player <NezukoChan> has picked 1 of GLASS at X= -168, Y= 103, Z= 37 that had [] enchantment(s) |  
[2024-03-18 00:13:16] [world_the_end] The Player <Koi> has picked 1 of COBBLESTONE at X= -169, Y= 54, Z= 39 that had [] enchantment(s) |  
[2024-03-18 00:13:55] [world_the_end] The Player <NezukoChan> has picked 1 of DIRT at X= -166, Y= 101, Z= 36 that had [] enchantment(s) |  
[2024-03-18 00:13:56] [world_the_end] The Player <NezukoChan> has picked 1 of DIRT at X= -167, Y= 100, Z= 37 that had [] enchantment(s) |  
[2024-03-18 00:14:01] [world_the_end] The Player <NezukoChan> has picked 5 of NETHERRACK at X= -172, Y= 103, Z= 38 that had [] enchantment(s) |  
[2024-03-18 00:14:08] [world] The Player <Milk_Frog> has picked 1 of STONE_BUTTON at X= -615, Y= 68, Z= 287 that had [] enchantment(s) |  
[2024-03-18 00:14:08] [world] The Player <Milk_Frog> has picked 1 of BUCKET at X= -616, Y= 68, Z= 286 that had [] enchantment(s) |  
[2024-03-18 00:14:36] [world] The Player <Milk_Frog> has picked 1 of REDSTONE at X= -575, Y= 64, Z= 276 that had [] enchantment(s) |  
[2024-03-18 00:16:18] [world_the_end] The Player <NezukoChan> has picked 1 of DIRT at X= -167, Y= 100, Z= 36 that had [] enchantment(s) |  
[2024-03-18 00:16:20] [world_the_end] The Player <NezukoChan> has picked 1 of COBBLESTONE at X= -166, Y= 99, Z= 39 that had [] enchantment(s) |  
[2024-03-18 00:16:20] [world_the_end] The Player <NezukoChan> has picked 1 of GLASS at X= -166, Y= 99, Z= 40 that had [] enchantment(s) |  
[2024-03-18 00:17:14] [world] The Player <Tester> has picked 1 of COBBLESTONE at X= -10167, Y= 63, Z= 4098 that had [] enchantment(s) |  
[2024-03-18 00:17:20] [world] The Player <Tester> has picked 1 of DIAMOND_SWORD at X= -10175, Y= 63, Z= 4110 that had [Sharpness 5, Unbreaking 3, Knockback 2, Fire Aspect 2, Looting 3] enchantment(s) |  
[2024-03-18 00:17:57] [world] The Player <bagelz> has picked 1 of WOOL at X= -587, Y= 68, Z= 267 that had [] enchantment(s) |  
[2024-03-18 00:18:27] [world] The Player <Tester> has picked 2 of STRING at X= -550, Y= 68, Z= 273 that had [] enchantment(s) |  
[2024-03-18 00:18:56] [world] The Player <Milk_Frog> has picked 1 of LEASH at X= 4002, Y= 66, Z= -1823 that had [] enchantment(s) |  
[2024-03-18 00:19:32] [world] The Player <NezukoChan> has picked 1 of REDSTONE_TORCH_ON at X= -10163, Y= 63, Z= 4113 that had [] enchantment(s) |  
[2024-03-18 00:19:41] [world] The Player <NezukoChan> has picked 1 of REDSTONE_TORCH_ON at X= -10174, Y= 63, Z= 4113 that had [] enchantment(s) |  
[2024-03-18 00:20:52] [world] The Player <Char> has picked 1 of MUTTON at X= -586, Y= 68, Z= 267 that had [] enchantment(s) |  
[2024-03-18 00:22:36] [world] The Player <NezukoChan> has picked 1 of MUTTON at X= -577, Y= 68, Z= 265 that had [] enchantment(s) |  
[2024-03-18 00:22:39] [world] The Player <bagelz> has picked 1 of MINECART at X= 1050, Y= 5, Z= 2445 that had [] enchantment(s) |  
[2024-03-18 00:23:17] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1208, Y= 5, Z= 2452 that had [] enchantment(s) |  
[2024-03-18 00:23:21] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1208, Y= 5, Z= 2451 that had [] enchantment(s) |  
[2024-03-18 00:23:26] [world] The Player <bagelz> has picked 25 of INK_SACK at X= 1208, Y= 5, Z= 2452 that had [] enchantment(s) |  
[2024-03-18 00:23:43] [world] The Player <bagelz> has picked 1 of DIRT at X= 1252, Y= 7, Z= 2452 that had [] enchantment(s) |  
[2024-03-18 00:23:45] [world] The Player <bagelz> has picked 1 of DIRT at X= 1252, Y= 6, Z= 2452 that had [] enchantment(s) |  
[2024-03-18 00:23:52] [world] The Player <bagelz> has picked 6 of DIAMOND at X= 1251, Y= 8, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:23:58] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1265, Y= 5, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:23:59] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1266, Y= 6, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:23:59] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1266, Y= 6, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:02] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1266, Y= 5, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:03] [world] The Player <bagelz> has picked 4 of COBBLESTONE at X= 1267, Y= 5, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:04] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1268, Y= 5, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:04] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1269, Y= 5, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:05] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1270, Y= 5, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:06] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1271, Y= 6, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:06] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1271, Y= 5, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:07] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1272, Y= 6, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:08] [world_nether] The Player <Heinrich_Himmler> has picked 1 of OBSIDIAN at X= -70, Y= 76, Z= 29 that had [] enchantment(s) |  
[2024-03-18 00:24:08] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1271, Y= 5, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:10] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1273, Y= 6, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:11] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1273, Y= 5, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:11] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1274, Y= 6, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:12] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1274, Y= 5, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:13] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1275, Y= 6, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:13] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1275, Y= 5, Z= 2453 that had [] enchantment(s) |  
[2024-03-18 00:24:27] [world] The Player <bagelz> has picked 1 of STONE at X= 1275, Y= 6, Z= 2454 that had [] enchantment(s) |  
[2024-03-18 00:24:28] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1275, Y= 5, Z= 2454 that had [] enchantment(s) |  
[2024-03-18 00:24:30] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1276, Y= 5, Z= 2454 that had [] enchantment(s) |  
[2024-03-18 00:27:36] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= -89, Y= 53, Z= 84 that had [] enchantment(s) |  
[2024-03-18 00:29:04] [world] The Player <bagelz> has picked 1 of MINECART at X= 1050, Y= 5, Z= 2445 that had [] enchantment(s) |  
[2024-03-18 00:29:51] [world_nether] The Player <Heinrich_Himmler> has picked 1 of RED_MUSHROOM at X= -87, Y= 58, Z= 103 that had [] enchantment(s) |  
[2024-03-18 00:30:37] [world_the_end] The Player <Heinrich_Himmler> has picked 2 of NETHERRACK at X= 99, Y= 35, Z= 1 that had [] enchantment(s) |  
[2024-03-18 00:34:11] [world] The Player <Koi> has picked 1 of WOOL at X= -610, Y= 68, Z= 345 that had [] enchantment(s) | §8End Portal Block Placer
[2024-03-18 00:38:16] [world] The Player <Tester> has picked 1 of DIRT at X= -591, Y= 64, Z= 368 that had [] enchantment(s) |  
[2024-03-18 00:41:40] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of OBSIDIAN at X= -36, Y= 59, Z= 20 that had [] enchantment(s) |  
[2024-03-18 00:41:50] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of OBSIDIAN at X= -36, Y= 58, Z= 20 that had [] enchantment(s) |  
[2024-03-18 00:42:06] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of OBSIDIAN at X= -37, Y= 58, Z= 20 that had [] enchantment(s) |  
[2024-03-18 00:42:16] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of OBSIDIAN at X= -38, Y= 58, Z= 20 that had [] enchantment(s) |  
[2024-03-18 00:43:03] [world] The Player <Tester> has picked 2 of NETHER_STALK at X= -10184, Y= 62, Z= 4115 that had [] enchantment(s) |  
[2024-03-18 00:44:28] [world] The Player <Milk_Frog> has picked 5 of POWERED_RAIL at X= -577, Y= 71, Z= 287 that had [] enchantment(s) |  
[2024-03-18 00:44:30] [world] The Player <TurtleDuck> has picked 1 of REDSTONE_TORCH_ON at X= -556, Y= 68, Z= 274 that had [] enchantment(s) |  
[2024-03-18 00:44:32] [world] The Player <Milk_Frog> has picked 3 of POWERED_RAIL at X= -581, Y= 68, Z= 288 that had [] enchantment(s) |  
[2024-03-18 00:44:40] [world] The Player <Milk_Frog> has picked 1 of WOOD_STAIRS at X= -585, Y= 69, Z= 278 that had [] enchantment(s) |  
[2024-03-18 00:45:19] [world_nether] The Player <Heinrich_Himmler> has picked 1 of BROWN_MUSHROOM at X= -37, Y= 49, Z= 96 that had [] enchantment(s) |  
[2024-03-18 00:45:26] [world_nether] The Player <Heinrich_Himmler> has picked 1 of BROWN_MUSHROOM at X= -59, Y= 49, Z= 110 that had [] enchantment(s) |  
[2024-03-18 00:45:26] [world_nether] The Player <Heinrich_Himmler> has picked 2 of BROWN_MUSHROOM at X= -62, Y= 49, Z= 110 that had [] enchantment(s) |  
[2024-03-18 00:45:27] [world_nether] The Player <Heinrich_Himmler> has picked 2 of BROWN_MUSHROOM at X= -65, Y= 49, Z= 111 that had [] enchantment(s) |  
[2024-03-18 00:45:29] [world_nether] The Player <Heinrich_Himmler> has picked 2 of BROWN_MUSHROOM at X= -65, Y= 49, Z= 108 that had [] enchantment(s) |  
[2024-03-18 00:45:32] [world_nether] The Player <Heinrich_Himmler> has picked 3 of BROWN_MUSHROOM at X= -72, Y= 50, Z= 116 that had [] enchantment(s) |  
[2024-03-18 00:45:34] [world_nether] The Player <Heinrich_Himmler> has picked 1 of BROWN_MUSHROOM at X= -73, Y= 51, Z= 115 that had [] enchantment(s) |  
[2024-03-18 00:45:38] [world_nether] The Player <Heinrich_Himmler> has picked 2 of BROWN_MUSHROOM at X= -62, Y= 49, Z= 120 that had [] enchantment(s) |  
[2024-03-18 00:45:39] [world_nether] The Player <Heinrich_Himmler> has picked 1 of BROWN_MUSHROOM at X= -61, Y= 49, Z= 117 that had [] enchantment(s) |  
[2024-03-18 00:45:40] [world_nether] The Player <Heinrich_Himmler> has picked 1 of BROWN_MUSHROOM at X= -63, Y= 49, Z= 116 that had [] enchantment(s) |  
[2024-03-18 00:45:41] [world_nether] The Player <Heinrich_Himmler> has picked 2 of BROWN_MUSHROOM at X= -58, Y= 48, Z= 113 that had [] enchantment(s) |  
[2024-03-18 00:45:44] [world_nether] The Player <Heinrich_Himmler> has picked 1 of BROWN_MUSHROOM at X= -64, Y= 50, Z= 106 that had [] enchantment(s) |  
[2024-03-18 00:45:46] [world_nether] The Player <Heinrich_Himmler> has picked 2 of BROWN_MUSHROOM at X= -61, Y= 51, Z= 104 that had [] enchantment(s) |  
[2024-03-18 00:45:47] [world_nether] The Player <Heinrich_Himmler> has picked 1 of BROWN_MUSHROOM at X= -61, Y= 52, Z= 102 that had [] enchantment(s) |  
[2024-03-18 00:46:08] [world] The Player <Tester> has picked 2 of NETHER_STALK at X= -10190, Y= 62, Z= 4106 that had [] enchantment(s) |  
[2024-03-18 00:46:16] [world] The Player <Tester> has picked 2 of NETHER_STALK at X= -10196, Y= 62, Z= 4099 that had [] enchantment(s) |  
[2024-03-18 00:46:19] [world] The Player <Tester> has picked 2 of NETHER_STALK at X= -10199, Y= 62, Z= 4101 that had [] enchantment(s) |  
[2024-03-18 00:46:21] [world] The Player <Tester> has picked 3 of NETHER_STALK at X= -10200, Y= 62, Z= 4099 that had [] enchantment(s) |  
[2024-03-18 00:46:23] [world] The Player <Tester> has picked 4 of NETHER_STALK at X= -10201, Y= 62, Z= 4097 that had [] enchantment(s) |  
[2024-03-18 00:46:27] [world] The Player <Tester> has picked 3 of NETHER_STALK at X= -10197, Y= 62, Z= 4096 that had [] enchantment(s) |  
[2024-03-18 00:46:35] [world_nether] The Player <Heinrich_Himmler> has picked 3 of RED_MUSHROOM at X= -79, Y= 57, Z= 85 that had [] enchantment(s) |  
[2024-03-18 00:46:35] [world_nether] The Player <Heinrich_Himmler> has picked 1 of RED_MUSHROOM at X= -81, Y= 58, Z= 88 that had [] enchantment(s) |  
[2024-03-18 00:46:47] [world_nether] The Player <Heinrich_Himmler> has picked 1 of RED_MUSHROOM at X= -85, Y= 59, Z= 107 that had [] enchantment(s) |  
[2024-03-18 00:46:48] [world_nether] The Player <Heinrich_Himmler> has picked 2 of RED_MUSHROOM at X= -84, Y= 59, Z= 109 that had [] enchantment(s) |  
[2024-03-18 00:46:50] [world_nether] The Player <Heinrich_Himmler> has picked 2 of RED_MUSHROOM at X= -87, Y= 59, Z= 112 that had [] enchantment(s) |  
[2024-03-18 00:46:54] [world_nether] The Player <Heinrich_Himmler> has picked 3 of RED_MUSHROOM at X= -92, Y= 58, Z= 113 that had [] enchantment(s) |  
[2024-03-18 00:46:55] [world_nether] The Player <Heinrich_Himmler> has picked 1 of RED_MUSHROOM at X= -92, Y= 58, Z= 114 that had [] enchantment(s) |  
[2024-03-18 00:46:55] [world_nether] The Player <Heinrich_Himmler> has picked 1 of RED_MUSHROOM at X= -96, Y= 58, Z= 112 that had [] enchantment(s) |  
[2024-03-18 00:46:57] [world_nether] The Player <Heinrich_Himmler> has picked 1 of RED_MUSHROOM at X= -90, Y= 59, Z= 110 that had [] enchantment(s) |  
[2024-03-18 00:46:59] [world_nether] The Player <Heinrich_Himmler> has picked 1 of RED_MUSHROOM at X= -89, Y= 59, Z= 108 that had [] enchantment(s) |  
[2024-03-18 00:46:59] [world_nether] The Player <Heinrich_Himmler> has picked 1 of RED_MUSHROOM at X= -89, Y= 59, Z= 105 that had [] enchantment(s) |  
[2024-03-18 00:47:01] [world_nether] The Player <Heinrich_Himmler> has picked 2 of RED_MUSHROOM at X= -88, Y= 58, Z= 104 that had [] enchantment(s) |  
[2024-03-18 00:47:21] [world] The Player <Milk_Frog> has picked 1 of SADDLE at X= -575, Y= 68, Z= 282 that had [] enchantment(s) |  
[2024-03-18 00:47:22] [world] The Player <Milk_Frog> has picked 1 of LEATHER at X= -575, Y= 68, Z= 282 that had [] enchantment(s) |  
[2024-03-18 00:47:22] [world] The Player <Milk_Frog> has picked 1 of DIAMOND_BARDING at X= -576, Y= 68, Z= 283 that had [] enchantment(s) |  
[2024-03-18 00:49:22] [world] The Player <TurtleDuck> has picked 1 of POWERED_RAIL at X= -571, Y= 72, Z= 287 that had [] enchantment(s) |  
[2024-03-18 00:50:52] [world] The Player <Koi> has picked 3 of FEATHER at X= -604, Y= 68, Z= 273 that had [] enchantment(s) |  
[2024-03-18 00:50:52] [world] The Player <Koi> has picked 1 of FEATHER at X= -604, Y= 68, Z= 273 that had [] enchantment(s) |  
[2024-03-18 00:50:52] [world] The Player <Koi> has picked 1 of COOKED_CHICKEN at X= -604, Y= 68, Z= 272 that had [] enchantment(s) |  
[2024-03-18 00:50:58] [world] The Player <idkwhattoputhere> has picked 1 of RAW_CHICKEN at X= -590, Y= 68, Z= 262 that had [] enchantment(s) |  
[2024-03-18 00:50:58] [world] The Player <Koi> has picked 1 of COOKED_MUTTON at X= -616, Y= 68, Z= 275 that had [] enchantment(s) |  
[2024-03-18 00:50:58] [world] The Player <Koi> has picked 1 of WOOL at X= -615, Y= 68, Z= 277 that had [] enchantment(s) |  
[2024-03-18 00:51:15] [world_nether] The Player <Heinrich_Himmler> has picked 1 of OBSIDIAN at X= -71, Y= 53, Z= 39 that had [] enchantment(s) |  
[2024-03-18 00:53:11] [world_nether] The Player <Heinrich_Himmler> has picked 1 of LEASH at X= -69, Y= 51, Z= 41 that had [] enchantment(s) |  
[2024-03-18 00:56:40] [world] The Player <NezukoChan> has picked 1 of MINECART at X= -585, Y= 68, Z= 278 that had [] enchantment(s) |  
[2024-03-18 00:56:47] [world] The Player <NezukoChan> has picked 1 of MINECART at X= -586, Y= 68, Z= 279 that had [] enchantment(s) |  
[2024-03-18 00:59:09] [world_the_end] The Player <Koi> has picked 3 of ENDER_PEARL at X= 40, Y= 62, Z= 38 that had [] enchantment(s) |  
[2024-03-18 00:59:37] [world_the_end] The Player <Koi> has picked 4 of ENDER_PEARL at X= 23, Y= 59, Z= 51 that had [] enchantment(s) |  
[2024-03-18 01:00:17] [world_the_end] The Player <NezukoChan> has picked 1 of ENDER_PEARL at X= 21, Y= 57, Z= -68 that had [] enchantment(s) |  
[2024-03-18 01:02:30] [world_the_end] The Player <Koi> has picked 2 of GOLD_NUGGET at X= 35, Y= 63, Z= 25 that had [] enchantment(s) |  
[2024-03-18 01:02:43] [world] The Player <NezukoChan> has picked 1 of MINECART at X= -618, Y= 72, Z= 316 that had [] enchantment(s) |  
[2024-03-18 01:03:29] [world_nether] The Player <Heinrich_Himmler> has picked 49 of COBBLESTONE at X= 12501, Y= 128, Z= -1 that had [] enchantment(s) |  
[2024-03-18 01:03:40] [world] The Player <NezukoChan> has picked 1 of RAW_CHICKEN at X= -573, Y= 68, Z= 274 that had [] enchantment(s) |  
[2024-03-18 01:03:40] [world] The Player <NezukoChan> has picked 2 of FEATHER at X= -573, Y= 68, Z= 274 that had [] enchantment(s) |  
[2024-03-18 01:04:32] [world] The Player <NezukoChan> has picked 1 of SPIDER_EYE at X= -554, Y= 63, Z= 293 that had [] enchantment(s) |  
[2024-03-18 01:04:33] [world] The Player <NezukoChan> has picked 2 of STRING at X= -553, Y= 63, Z= 292 that had [] enchantment(s) |  
[2024-03-18 01:04:52] [world] The Player <NezukoChan> has picked 1 of FURNACE at X= -550, Y= 60, Z= 280 that had [] enchantment(s) |  
[2024-03-18 01:04:57] [world_nether] The Player <Milk_Frog> has picked 1 of LEATHER at X= 12496, Y= 128, Z= -4 that had [] enchantment(s) |  
[2024-03-18 01:04:57] [world_nether] The Player <Milk_Frog> has picked 1 of DIAMOND_BARDING at X= 12496, Y= 128, Z= -4 that had [] enchantment(s) |  
[2024-03-18 01:04:57] [world_nether] The Player <Milk_Frog> has picked 1 of LEASH at X= 12495, Y= 128, Z= -4 that had [] enchantment(s) |  
[2024-03-18 01:04:57] [world_nether] The Player <Milk_Frog> has picked 1 of SADDLE at X= 12494, Y= 128, Z= -4 that had [] enchantment(s) |  
[2024-03-18 01:05:27] [world] The Player <NezukoChan> has picked 1 of ARROW at X= -567, Y= 65, Z= 351 that had [] enchantment(s) |  
[2024-03-18 01:05:29] [world] The Player <NezukoChan> has picked 4 of ARROW at X= -574, Y= 64, Z= 341 that had [] enchantment(s) |  
[2024-03-18 01:05:57] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 28, Y= 63, Z= 11 that had [] enchantment(s) |  
[2024-03-18 01:05:57] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of GOLD_INGOT at X= 28, Y= 63, Z= 11 that had [] enchantment(s) |  
[2024-03-18 01:05:58] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of ROTTEN_FLESH at X= 28, Y= 62, Z= 12 that had [] enchantment(s) |  
[2024-03-18 01:06:00] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 31, Y= 60, Z= 18 that had [] enchantment(s) |  
[2024-03-18 01:06:06] [world_the_end] The Player <Heinrich_Himmler> has picked 3 of GOLD_NUGGET at X= 28, Y= 60, Z= 27 that had [] enchantment(s) |  
[2024-03-18 01:06:06] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of ROTTEN_FLESH at X= 27, Y= 60, Z= 28 that had [] enchantment(s) |  
[2024-03-18 01:06:06] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of ENDER_PEARL at X= 27, Y= 60, Z= 29 that had [] enchantment(s) |  
[2024-03-18 01:06:07] [world_the_end] The Player <Heinrich_Himmler> has picked 4 of ROTTEN_FLESH at X= 28, Y= 60, Z= 33 that had [] enchantment(s) |  
[2024-03-18 01:06:07] [world_the_end] The Player <Heinrich_Himmler> has picked 3 of GOLD_NUGGET at X= 29, Y= 61, Z= 35 that had [] enchantment(s) |  
[2024-03-18 01:06:07] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of GOLD_SWORD at X= 30, Y= 61, Z= 34 that had [] enchantment(s) |  
[2024-03-18 01:06:08] [world_the_end] The Player <Heinrich_Himmler> has picked 2 of ROTTEN_FLESH at X= 30, Y= 61, Z= 38 that had [] enchantment(s) |  
[2024-03-18 01:06:10] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 20, Y= 57, Z= 40 that had [] enchantment(s) |  
[2024-03-18 01:06:11] [world_the_end] The Player <Heinrich_Himmler> has picked 3 of ROTTEN_FLESH at X= 22, Y= 57, Z= 35 that had [] enchantment(s) |  
[2024-03-18 01:06:11] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 24, Y= 57, Z= 35 that had [] enchantment(s) |  
