[2024-03-19 11:18:16] [world] The Player <Rip_Dogwater> has picked 1 of WOOL at X= -572, Y= 68, Z= 275 that had [] enchantment(s) |  
[2024-03-20 00:02:42] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of STONE at X= 97, Y= 50, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:03:48] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 95, Y= 48, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:03:49] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 96, Y= 49, Z= 2 that had [] enchantment(s) |  
[2024-03-20 00:03:50] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 98, Y= 49, Z= 2 that had [] enchantment(s) |  
[2024-03-20 00:03:51] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 98, Y= 49, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:03:51] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 101, Y= 49, Z= 2 that had [] enchantment(s) |  
[2024-03-20 00:03:52] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 101, Y= 48, Z= 3 that had [] enchantment(s) |  
[2024-03-20 00:04:58] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 94, Y= 52, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:04:59] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 93, Y= 53, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:05:00] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 93, Y= 54, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:05:03] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 93, Y= 52, Z= 0 that had [] enchantment(s) |  
[2024-03-20 00:07:24] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 90, Y= 56, Z= 0 that had [] enchantment(s) |  
[2024-03-20 00:07:24] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 89, Y= 56, Z= 0 that had [] enchantment(s) |  
[2024-03-20 00:08:25] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 87, Y= 57, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:08:54] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 88, Y= 58, Z= 0 that had [] enchantment(s) |  
[2024-03-20 00:08:58] [world] The Player <NezukoChan> has picked 1 of GREEN_RECORD at X= 9988, Y= 68, Z= -10001 that had [] enchantment(s) |  
[2024-03-20 00:09:52] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 84, Y= 58, Z= -1 that had [] enchantment(s) |  
[2024-03-20 00:10:20] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 80, Y= 58, Z= 0 that had [] enchantment(s) |  
[2024-03-20 00:10:21] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 82, Y= 57, Z= -1 that had [] enchantment(s) |  
[2024-03-20 00:10:21] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 83, Y= 57, Z= 0 that had [] enchantment(s) |  
[2024-03-20 00:10:22] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of SOUL_SAND at X= 82, Y= 57, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:10:43] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 86, Y= 59, Z= 3 that had [] enchantment(s) |  
[2024-03-20 00:10:45] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 85, Y= 58, Z= 2 that had [] enchantment(s) |  
[2024-03-20 00:10:48] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 87, Y= 59, Z= 2 that had [] enchantment(s) |  
[2024-03-20 00:10:49] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 87, Y= 59, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:10:50] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 86, Y= 59, Z= 0 that had [] enchantment(s) |  
[2024-03-20 00:10:51] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 86, Y= 59, Z= -2 that had [] enchantment(s) |  
[2024-03-20 00:10:52] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 86, Y= 59, Z= -2 that had [] enchantment(s) |  
[2024-03-20 00:10:52] [world_the_end] The Player <Heinrich_Himmler> has picked 2 of COBBLESTONE at X= 85, Y= 58, Z= -1 that had [] enchantment(s) |  
[2024-03-20 00:10:53] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 86, Y= 59, Z= 0 that had [] enchantment(s) |  
[2024-03-20 00:10:54] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 85, Y= 58, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:11:03] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 87, Y= 58, Z= 3 that had [] enchantment(s) |  
[2024-03-20 00:11:04] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 87, Y= 58, Z= 3 that had [] enchantment(s) |  
[2024-03-20 00:11:05] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 87, Y= 58, Z= 2 that had [] enchantment(s) |  
[2024-03-20 00:11:05] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 87, Y= 58, Z= 2 that had [] enchantment(s) |  
[2024-03-20 00:11:06] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 88, Y= 58, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:11:08] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 86, Y= 57, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:11:08] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 87, Y= 58, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:11:12] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 86, Y= 57, Z= -3 that had [] enchantment(s) |  
[2024-03-20 00:11:54] [world_the_end] The Player <Heinrich_Himmler> has picked 9 of COBBLESTONE at X= 88, Y= 57, Z= -1 that had [] enchantment(s) |  
[2024-03-20 00:11:57] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 89, Y= 56, Z= -3 that had [] enchantment(s) |  
[2024-03-20 00:12:32] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 81, Y= 58, Z= -2 that had [] enchantment(s) |  
[2024-03-20 00:12:33] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 81, Y= 58, Z= -1 that had [] enchantment(s) |  
[2024-03-20 00:12:44] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of ENDER_STONE at X= 80, Y= 58, Z= 2 that had [] enchantment(s) |  
[2024-03-20 00:13:13] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 80, Y= 59, Z= 2 that had [] enchantment(s) |  
[2024-03-20 00:13:28] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 82, Y= 58, Z= 2 that had [] enchantment(s) |  
[2024-03-20 00:13:30] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 80, Y= 58, Z= 2 that had [] enchantment(s) |  
[2024-03-20 00:13:31] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 81, Y= 58, Z= 3 that had [] enchantment(s) |  
[2024-03-20 00:15:25] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 102, Y= 49, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:15:26] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 101, Y= 49, Z= 1 that had [] enchantment(s) |  
[2024-03-20 00:15:27] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 102, Y= 49, Z= -1 that had [] enchantment(s) |  
[2024-03-20 00:15:28] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of COBBLESTONE at X= 102, Y= 49, Z= -1 that had [] enchantment(s) |  
[2024-03-20 00:16:53] [world] The Player <NezukoChan> has picked 1 of DIRT at X= -10188, Y= 62, Z= 4103 that had [] enchantment(s) |  
[2024-03-20 00:19:08] [world] The Player <TurtleDuck> has picked 1 of REDSTONE at X= -554, Y= 65, Z= 282 that had [] enchantment(s) |  
[2024-03-20 00:20:08] [world] The Player <NezukoChan> has picked 1 of DIRT at X= -10188, Y= 61, Z= 4103 that had [] enchantment(s) |  
[2024-03-20 00:22:21] [world] The Player <TurtleDuck> has picked 1 of RAW_CHICKEN at X= -437, Y= 74, Z= 269 that had [] enchantment(s) |  
[2024-03-20 00:22:26] [world] The Player <astronomy> has picked 1 of LEASH at X= -567, Y= 68, Z= 273 that had [] enchantment(s) |  
[2024-03-20 00:23:14] [world] The Player <Tester> has picked 1 of SIGN at X= -10178, Y= 63, Z= 4111 that had [] enchantment(s) |  
[2024-03-20 00:23:57] [world] The Player <astronomy> has picked 1 of ENDER_PEARL at X= -381, Y= 66, Z= 245 that had [] enchantment(s) |  
[2024-03-20 00:24:29] [world] The Player <Tester> has picked 1 of SIGN at X= -10178, Y= 63, Z= 4110 that had [] enchantment(s) |  
[2024-03-20 00:24:37] [world] The Player <astronomy> has picked 1 of NAME_TAG at X= -301, Y= 67, Z= 174 that had [] enchantment(s) |  
[2024-03-20 00:25:48] [world] The Player <astronomy> has picked 1 of RABBIT_HIDE at X= -194, Y= 62, Z= 130 that had [] enchantment(s) |  
[2024-03-20 00:27:09] [world] The Player <Tester> has picked 1 of COBBLESTONE at X= -10182, Y= 63, Z= 4110 that had [] enchantment(s) |  
[2024-03-20 00:27:11] [world] The Player <Tester> has picked 4 of COBBLESTONE at X= -10181, Y= 63, Z= 4106 that had [] enchantment(s) |  
[2024-03-20 00:27:14] [world] The Player <Tester> has picked 6 of COBBLESTONE at X= -10183, Y= 63, Z= 4105 that had [] enchantment(s) |  
[2024-03-20 00:27:15] [world] The Player <NezukoChan> has picked 4 of NETHER_STALK at X= -10188, Y= 62, Z= 4104 that had [] enchantment(s) |  
[2024-03-20 00:27:59] [world] The Player <NezukoChan> has picked 3 of STONE at X= -10183, Y= 63, Z= 4103 that had [] enchantment(s) |  
[2024-03-20 00:28:09] [world] The Player <Tester> has picked 3 of STONE at X= -10183, Y= 63, Z= 4105 that had [] enchantment(s) |  
[2024-03-20 00:28:27] [world] The Player <NezukoChan> has picked 1 of JUKEBOX at X= 9987, Y= 67, Z= -10001 that had [] enchantment(s) |  
[2024-03-20 00:28:27] [world] The Player <NezukoChan> has picked 1 of GREEN_RECORD at X= 9988, Y= 67, Z= -10000 that had [] enchantment(s) |  
[2024-03-20 00:28:55] [world] The Player <astronomy> has picked 1 of SAND at X= -199, Y= 64, Z= 127 that had [] enchantment(s) |  
[2024-03-20 00:29:02] [world] The Player <astronomy> has picked 1 of SAND at X= -199, Y= 64, Z= 126 that had [] enchantment(s) |  
[2024-03-20 00:29:05] [world] The Player <astronomy> has picked 1 of DIRT at X= -200, Y= 64, Z= 127 that had [] enchantment(s) |  
[2024-03-20 00:29:05] [world] The Player <astronomy> has picked 1 of SEEDS at X= -200, Y= 64, Z= 127 that had [] enchantment(s) |  
[2024-03-20 00:29:05] [world] The Player <astronomy> has picked 3 of GRASS at X= -201, Y= 64, Z= 127 that had [] enchantment(s) |  
[2024-03-20 00:29:05] [world] The Player <astronomy> has picked 1 of GRASS at X= -200, Y= 64, Z= 126 that had [] enchantment(s) |  
[2024-03-20 00:29:25] [world] The Player <NezukoChan> has picked 1 of DOUBLE_PLANT at X= -10186, Y= 63, Z= 4104 that had [] enchantment(s) |  
[2024-03-20 00:29:51] [world] The Player <astronomy> has picked 1 of LOG_2 at X= -216, Y= 70, Z= 142 that had [] enchantment(s) |  
[2024-03-20 00:30:24] [world] The Player <astronomy> has picked 15 of ENDER_PEARL at X= -195, Y= 64, Z= 126 that had [] enchantment(s) |  
[2024-03-20 00:30:29] [world] The Player <astronomy> has picked 16 of COOKED_CHICKEN at X= -195, Y= 64, Z= 126 that had [] enchantment(s) |  
[2024-03-20 00:31:12] [world] The Player <astronomy> has picked 1 of ENDER_PEARL at X= -195, Y= 64, Z= 126 that had [] enchantment(s) |  
[2024-03-20 00:31:14] [world] The Player <astronomy> has picked 16 of LEATHER at X= -195, Y= 64, Z= 126 that had [] enchantment(s) |  
[2024-03-20 00:31:31] [world] The Player <NezukoChan> has picked 1 of ENDER_PEARL at X= -195, Y= 64, Z= 127 that had [] enchantment(s) |  
[2024-03-20 00:31:31] [world] The Player <NezukoChan> has picked 1 of SMOOTH_BRICK at X= -195, Y= 64, Z= 127 that had [] enchantment(s) |  
[2024-03-20 00:33:30] [world] The Player <astronomy> has picked 4 of SAND at X= -173, Y= 64, Z= 122 that had [] enchantment(s) |  
[2024-03-20 00:33:43] [world] The Player <Tester> has picked 1 of SEEDS at X= -10171, Y= 63, Z= 4117 that had [] enchantment(s) |  
[2024-03-20 00:33:50] [world] The Player <Tester> has picked 3 of DIRT at X= -10171, Y= 62, Z= 4117 that had [] enchantment(s) |  
[2024-03-20 00:33:51] [world] The Player <Tester> has picked 1 of REDSTONE_TORCH_ON at X= -10171, Y= 62, Z= 4117 that had [] enchantment(s) |  
[2024-03-20 00:33:51] [world] The Player <Tester> has picked 1 of DIRT at X= -10170, Y= 62, Z= 4116 that had [] enchantment(s) |  
[2024-03-20 00:33:59] [world] The Player <astronomy> has picked 3 of SAND at X= -171, Y= 62, Z= 121 that had [] enchantment(s) |  
[2024-03-20 00:33:59] [world] The Player <astronomy> has picked 1 of SAND at X= -172, Y= 62, Z= 121 that had [] enchantment(s) |  
[2024-03-20 00:34:13] [world] The Player <astronomy> has picked 1 of SAND at X= -172, Y= 62, Z= 121 that had [] enchantment(s) |  
[2024-03-20 00:34:24] [world] The Player <astronomy> has picked 1 of SAND at X= -172, Y= 62, Z= 121 that had [] enchantment(s) |  
[2024-03-20 00:34:35] [world] The Player <astronomy> has picked 1 of SAND at X= -172, Y= 61, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:34:36] [world] The Player <astronomy> has picked 1 of SAND at X= -172, Y= 61, Z= 121 that had [] enchantment(s) |  
[2024-03-20 00:35:12] [world] The Player <astronomy> has picked 1 of SAND at X= -172, Y= 61, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:35:13] [world] The Player <astronomy> has picked 1 of SAND at X= -173, Y= 62, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:35:15] [world] The Player <astronomy> has picked 1 of SAND at X= -174, Y= 63, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:35:45] [world] The Player <astronomy> has picked 1 of SAND at X= -171, Y= 59, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:35:45] [world] The Player <astronomy> has picked 1 of SANDSTONE at X= -171, Y= 59, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:35:48] [world] The Player <astronomy> has picked 2 of SANDSTONE at X= -171, Y= 59, Z= 121 that had [] enchantment(s) |  
[2024-03-20 00:35:51] [world] The Player <astronomy> has picked 1 of SANDSTONE at X= -172, Y= 59, Z= 121 that had [] enchantment(s) |  
[2024-03-20 00:35:53] [world] The Player <astronomy> has picked 3 of SAND at X= -171, Y= 59, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:36:15] [world] The Player <NezukoChan> has picked 10 of MAGMA_CREAM at X= -10177, Y= 64, Z= 4118 that had [] enchantment(s) |  
[2024-03-20 00:36:20] [world] The Player <Tester> has picked 29 of NAME_TAG at X= -10172, Y= 64, Z= 4118 that had [] enchantment(s) |  
[2024-03-20 00:36:29] [world] The Player <astronomy> has picked 2 of SANDSTONE at X= -171, Y= 57, Z= 121 that had [] enchantment(s) |  
[2024-03-20 00:36:35] [world] The Player <astronomy> has picked 1 of SANDSTONE at X= -171, Y= 58, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:36:36] [world] The Player <astronomy> has picked 1 of GRAVEL at X= -172, Y= 58, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:36:40] [world] The Player <astronomy> has picked 1 of SANDSTONE at X= -171, Y= 58, Z= 119 that had [] enchantment(s) |  
[2024-03-20 00:36:43] [world] The Player <astronomy> has picked 1 of GRAVEL at X= -172, Y= 58, Z= 119 that had [] enchantment(s) |  
[2024-03-20 00:36:44] [world] The Player <astronomy> has picked 1 of SANDSTONE at X= -171, Y= 56, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:36:44] [world] The Player <astronomy> has picked 1 of STONE at X= -171, Y= 56, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:36:48] [world] The Player <astronomy> has picked 3 of GRAVEL at X= -172, Y= 57, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:36:49] [world] The Player <astronomy> has picked 1 of STONE at X= -171, Y= 57, Z= 119 that had [] enchantment(s) |  
[2024-03-20 00:36:50] [world] The Player <astronomy> has picked 1 of GRAVEL at X= -171, Y= 57, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:36:53] [world] The Player <astronomy> has picked 3 of STONE at X= -172, Y= 57, Z= 119 that had [] enchantment(s) |  
[2024-03-20 00:38:04] [world] The Player <astronomy> has picked 11 of SANDSTONE at X= -172, Y= 57, Z= 119 that had [] enchantment(s) |  
[2024-03-20 00:38:29] [world] The Player <astronomy> has picked 1 of SAND at X= -172, Y= 59, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:38:32] [world] The Player <astronomy> has picked 4 of STONE at X= -172, Y= 58, Z= 119 that had [] enchantment(s) |  
[2024-03-20 00:38:32] [world] The Player <astronomy> has picked 2 of SAND at X= -172, Y= 58, Z= 119 that had [] enchantment(s) |  
[2024-03-20 00:38:41] [world] The Player <Tester> has picked 14 of DIAMOND_BLOCK at X= -10172, Y= 64, Z= 4118 that had [] enchantment(s) |  
[2024-03-20 00:38:55] [world] The Player <astronomy> has picked 1 of STONE at X= -172, Y= 59, Z= 119 that had [] enchantment(s) |  
[2024-03-20 00:39:13] [world] The Player <NezukoChan> has picked 1 of MINECART at X= -10177, Y= 64, Z= 4118 that had [] enchantment(s) |  
[2024-03-20 00:39:25] [world] The Player <TurtleDuck> has picked 1 of LEATHER at X= -570, Y= 66, Z= 300 that had [] enchantment(s) |  
[2024-03-20 00:39:33] [world] The Player <TurtleDuck> has picked 1 of LEATHER at X= -570, Y= 66, Z= 300 that had [] enchantment(s) |  
[2024-03-20 00:39:54] [world] The Player <NezukoChan> has picked 1 of NAME_TAG at X= -172, Y= 57, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:40:15] [world] The Player <astronomy> has picked 1 of SAND at X= -173, Y= 59, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:40:18] [world] The Player <astronomy> has picked 1 of SAND at X= -173, Y= 58, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:40:19] [world] The Player <astronomy> has picked 2 of SAND at X= -173, Y= 59, Z= 120 that had [] enchantment(s) |  
[2024-03-20 00:40:24] [world] The Player <astronomy> has picked 1 of GRAVEL at X= -172, Y= 58, Z= 121 that had [] enchantment(s) |  
[2024-03-20 00:40:35] [world] The Player <TurtleDuck> has picked 2 of LEATHER at X= -547, Y= 64, Z= 288 that had [] enchantment(s) |  
[2024-03-20 00:40:36] [world] The Player <astronomy> has picked 5 of SAND at X= -172, Y= 58, Z= 121 that had [] enchantment(s) |  
[2024-03-20 00:40:39] [world] The Player <astronomy> has picked 2 of SAND at X= -171, Y= 58, Z= 121 that had [] enchantment(s) |  
[2024-03-20 00:40:53] [world] The Player <NezukoChan> has picked 1 of SAND at X= -172, Y= 57, Z= 121 that had [] enchantment(s) |  
[2024-03-20 00:40:57] [world] The Player <astronomy> has picked 1 of NAME_TAG at X= -172, Y= 58, Z= 119 that had [] enchantment(s) | Cyra
[2024-03-20 00:41:59] [world] The Player <TurtleDuck> has picked 2 of LEATHER at X= -547, Y= 63, Z= 294 that had [] enchantment(s) |  
[2024-03-20 00:41:59] [world] The Player <NezukoChan> has picked 1 of SLIME_BLOCK at X= -10177, Y= 64, Z= 4119 that had [] enchantment(s) |  
[2024-03-20 00:42:17] [world] The Player <astronomy> has picked 1 of SAND at X= -173, Y= 64, Z= 118 that had [] enchantment(s) |  
[2024-03-20 00:42:33] [world] The Player <TurtleDuck> has picked 1 of LEATHER at X= -540, Y= 64, Z= 300 that had [] enchantment(s) |  
[2024-03-20 00:42:47] [world] The Player <TurtleDuck> has picked 1 of LEATHER at X= -542, Y= 64, Z= 288 that had [] enchantment(s) |  
[2024-03-20 00:42:52] [world] The Player <TurtleDuck> has picked 1 of LEATHER at X= -546, Y= 64, Z= 273 that had [] enchantment(s) |  
