[2024-03-24 21:45:28] [world] The Player <GolemDaWanderer> has picked 64 of BONE at X= -10300, Y= 35, Z= 4029 that had [] enchantment(s) |  
[2024-03-25 00:20:07] [world] The Player <NezukoChan> has picked 1 of SUGAR_CANE at X= -10177, Y= 63, Z= 4077 that had [] enchantment(s) |  
[2024-03-25 00:20:09] [world_nether] The Player <Brycethelegend> has picked 3 of QUARTZ at X= -273, Y= 42, Z= -88 that had [] enchantment(s) |  
[2024-03-25 00:20:11] [world_nether] The Player <Brycethelegend> has picked 2 of QUARTZ at X= -273, Y= 42, Z= -88 that had [] enchantment(s) |  
[2024-03-25 00:20:13] [world_nether] The Player <Brycethelegend> has picked 2 of QUARTZ at X= -272, Y= 42, Z= -87 that had [] enchantment(s) |  
[2024-03-25 00:20:13] [world] The Player <NezukoChan> has picked 3 of SUGAR_CANE at X= -10178, Y= 63, Z= 4079 that had [] enchantment(s) |  
[2024-03-25 00:20:14] [world] The Player <NezukoChan> has picked 4 of SUGAR_CANE at X= -10180, Y= 63, Z= 4081 that had [] enchantment(s) |  
[2024-03-25 00:20:20] [world] The Player <NezukoChan> has picked 12 of SUGAR_CANE at X= -10184, Y= 63, Z= 4082 that had [] enchantment(s) |  
[2024-03-25 00:20:21] [world] The Player <NezukoChan> has picked 2 of SUGAR_CANE at X= -10184, Y= 63, Z= 4082 that had [] enchantment(s) |  
[2024-03-25 00:20:38] [world] The Player <NezukoChan> has picked 1 of SUGAR_CANE at X= -10174, Y= 63, Z= 4093 that had [] enchantment(s) |  
[2024-03-25 00:23:36] [world_nether] The Player <Brycethelegend> has picked 1 of SOUL_SAND at X= -285, Y= 60, Z= -117 that had [] enchantment(s) |  
[2024-03-25 00:23:54] [world_nether] The Player <Brycethelegend> has picked 1 of QUARTZ at X= -275, Y= 69, Z= -112 that had [] enchantment(s) |  
[2024-03-25 00:23:55] [world_nether] The Player <Brycethelegend> has picked 1 of QUARTZ at X= -275, Y= 68, Z= -112 that had [] enchantment(s) |  
[2024-03-25 00:23:56] [world_nether] The Player <Brycethelegend> has picked 1 of QUARTZ at X= -274, Y= 69, Z= -112 that had [] enchantment(s) |  
[2024-03-25 00:23:57] [world_nether] The Player <Brycethelegend> has picked 1 of QUARTZ at X= -274, Y= 68, Z= -112 that had [] enchantment(s) |  
[2024-03-25 00:23:58] [world_nether] The Player <Brycethelegend> has picked 1 of QUARTZ at X= -274, Y= 69, Z= -111 that had [] enchantment(s) |  
[2024-03-25 00:23:58] [world_nether] The Player <Brycethelegend> has picked 1 of QUARTZ at X= -274, Y= 68, Z= -111 that had [] enchantment(s) |  
[2024-03-25 00:23:59] [world_nether] The Player <Brycethelegend> has picked 1 of QUARTZ at X= -275, Y= 69, Z= -112 that had [] enchantment(s) |  
[2024-03-25 00:24:00] [world_nether] The Player <Brycethelegend> has picked 1 of QUARTZ at X= -276, Y= 67, Z= -110 that had [] enchantment(s) |  
[2024-03-25 00:24:21] [world_nether] The Player <Brycethelegend> has picked 1 of ARROW at X= -295, Y= 62, Z= -111 that had [] enchantment(s) |  
[2024-03-25 00:25:53] [world_nether] The Player <Brycethelegend> has picked 4 of QUARTZ at X= -240, Y= 50, Z= -189 that had [] enchantment(s) |  
[2024-03-25 00:25:56] [world_nether] The Player <Brycethelegend> has picked 1 of QUARTZ at X= -241, Y= 50, Z= -191 that had [] enchantment(s) |  
[2024-03-25 00:28:27] [world] The Player <Brycethelegend> has picked 3 of IRON_INGOT at X= -1355, Y= 62, Z= -265 that had [] enchantment(s) |  
[2024-03-25 00:28:32] [world] The Player <Brycethelegend> has picked 1 of IRON_PICKAXE at X= -1355, Y= 62, Z= -265 that had [Unbreaking 3, Efficiency 3] enchantment(s) |  
[2024-03-25 00:28:57] [world] The Player <NezukoChan> has picked 1 of LOG at X= -571, Y= 58, Z= 278 that had [] enchantment(s) |  
[2024-03-25 00:29:24] [world] The Player <NezukoChan> has picked 1 of RAW_CHICKEN at X= -610, Y= 68, Z= 277 that had [] enchantment(s) |  
[2024-03-25 00:29:24] [world] The Player <NezukoChan> has picked 1 of FEATHER at X= -608, Y= 68, Z= 278 that had [] enchantment(s) |  
[2024-03-25 00:29:38] [world] The Player <NezukoChan> has picked 1 of RAW_CHICKEN at X= -606, Y= 68, Z= 289 that had [] enchantment(s) |  
[2024-03-25 00:30:21] [world] The Player <NezukoChan> has picked 3 of ROTTEN_FLESH at X= -707, Y= 67, Z= 313 that had [] enchantment(s) |  
[2024-03-25 00:30:26] [world] The Player <Brycethelegend> has picked 49 of COBBLESTONE at X= -1355, Y= 62, Z= -265 that had [] enchantment(s) |  
[2024-03-25 00:30:32] [world] The Player <Brycethelegend> has picked 1 of GRASS at X= -1363, Y= 65, Z= -263 that had [] enchantment(s) |  
[2024-03-25 00:32:23] [world] The Player <Brycethelegend> has picked 3 of COBBLESTONE at X= -1353, Y= 53, Z= -269 that had [] enchantment(s) |  
[2024-03-25 00:32:23] [world] The Player <Brycethelegend> has picked 1 of STONE at X= -1353, Y= 52, Z= -269 that had [] enchantment(s) |  
[2024-03-25 00:32:25] [world] The Player <Brycethelegend> has picked 3 of STONE at X= -1353, Y= 49, Z= -269 that had [] enchantment(s) |  
[2024-03-25 00:32:25] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1353, Y= 48, Z= -269 that had [] enchantment(s) |  
[2024-03-25 00:32:28] [world] The Player <Brycethelegend> has picked 5 of COBBLESTONE at X= -1353, Y= 43, Z= -269 that had [] enchantment(s) |  
[2024-03-25 00:32:28] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1353, Y= 41, Z= -269 that had [] enchantment(s) |  
[2024-03-25 00:32:30] [world] The Player <Brycethelegend> has picked 3 of COBBLESTONE at X= -1353, Y= 37, Z= -269 that had [] enchantment(s) |  
[2024-03-25 00:32:31] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1353, Y= 36, Z= -269 that had [] enchantment(s) |  
[2024-03-25 00:32:32] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1353, Y= 33, Z= -269 that had [] enchantment(s) |  
[2024-03-25 00:32:51] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1353, Y= 12, Z= -270 that had [] enchantment(s) |  
[2024-03-25 00:32:51] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1353, Y= 12, Z= -270 that had [] enchantment(s) |  
[2024-03-25 00:35:15] [world_nether] The Player <Brycethelegend> has picked 1 of GOLD_INGOT at X= -285, Y= 59, Z= -69 that had [] enchantment(s) |  
[2024-03-25 00:35:30] [world_nether] The Player <Brycethelegend> has picked 1 of GOLD_NUGGET at X= -286, Y= 60, Z= -66 that had [] enchantment(s) |  
[2024-03-25 00:35:33] [world_nether] The Player <Brycethelegend> has picked 1 of GOLD_SWORD at X= -285, Y= 60, Z= -67 that had [] enchantment(s) |  
[2024-03-25 00:36:21] [world_the_end] The Player <NezukoChan> has picked 1 of MINECART at X= 98, Y= 49, Z= -1 that had [] enchantment(s) |  
[2024-03-25 00:36:30] [world_nether] The Player <Brycethelegend> has picked 1 of QUARTZ at X= -286, Y= 74, Z= -53 that had [] enchantment(s) |  
[2024-03-25 00:36:33] [world_the_end] The Player <NezukoChan> has picked 1 of MINECART at X= 40, Y= 46, Z= -1 that had [] enchantment(s) |  
[2024-03-25 00:36:51] [world_the_end] The Player <NezukoChan> has picked 1 of MINECART at X= -8, Y= 58, Z= -66 that had [] enchantment(s) |  
[2024-03-25 00:37:26] [world_nether] The Player <Brycethelegend> has picked 1 of BLAZE_ROD at X= -286, Y= 65, Z= -51 that had [] enchantment(s) |  
[2024-03-25 00:37:41] [world_nether] The Player <Brycethelegend> has picked 1 of NETHER_STALK at X= -257, Y= 63, Z= -64 that had [] enchantment(s) |  
[2024-03-25 00:37:43] [world_nether] The Player <Brycethelegend> has picked 7 of NETHER_STALK at X= -258, Y= 63, Z= -68 that had [] enchantment(s) |  
[2024-03-25 00:37:46] [world_nether] The Player <Brycethelegend> has picked 6 of NETHER_STALK at X= -258, Y= 63, Z= -64 that had [] enchantment(s) |  
[2024-03-25 00:37:51] [world_nether] The Player <Brycethelegend> has picked 3 of NETHER_STALK at X= -263, Y= 63, Z= -65 that had [] enchantment(s) |  
[2024-03-25 00:37:53] [world_nether] The Player <Brycethelegend> has picked 7 of NETHER_STALK at X= -262, Y= 63, Z= -66 that had [] enchantment(s) |  
[2024-03-25 00:38:04] [world_nether] The Player <Brycethelegend> has picked 2 of NETHER_STALK at X= -262, Y= 63, Z= -64 that had [] enchantment(s) |  
[2024-03-25 00:38:09] [world_nether] The Player <Brycethelegend> has picked 1 of NETHER_STALK at X= -262, Y= 63, Z= -65 that had [] enchantment(s) |  
[2024-03-25 00:38:10] [world_nether] The Player <Brycethelegend> has picked 1 of NETHER_STALK at X= -262, Y= 63, Z= -65 that had [] enchantment(s) |  
[2024-03-25 00:39:36] [world_nether] The Player <Brycethelegend> has picked 4 of GLOWSTONE_DUST at X= -262, Y= 72, Z= -60 that had [] enchantment(s) |  
[2024-03-25 00:39:39] [world_nether] The Player <Brycethelegend> has picked 6 of GLOWSTONE_DUST at X= -263, Y= 72, Z= -62 that had [] enchantment(s) |  
[2024-03-25 00:39:39] [world_nether] The Player <Brycethelegend> has picked 1 of GLOWSTONE_DUST at X= -263, Y= 72, Z= -62 that had [] enchantment(s) |  
[2024-03-25 00:39:42] [world_nether] The Player <Brycethelegend> has picked 2 of GLOWSTONE_DUST at X= -262, Y= 72, Z= -62 that had [] enchantment(s) |  
[2024-03-25 00:40:08] [world_nether] The Player <Brycethelegend> has picked 3 of GLOWSTONE_DUST at X= -239, Y= 54, Z= -2 that had [] enchantment(s) |  
[2024-03-25 00:40:10] [world_nether] The Player <Brycethelegend> has picked 6 of GLOWSTONE_DUST at X= -240, Y= 54, Z= -1 that had [] enchantment(s) |  
[2024-03-25 00:40:14] [world_nether] The Player <Brycethelegend> has picked 12 of GLOWSTONE_DUST at X= -239, Y= 55, Z= 0 that had [] enchantment(s) |  
[2024-03-25 00:40:21] [world_nether] The Player <Brycethelegend> has picked 10 of GLOWSTONE_DUST at X= -236, Y= 53, Z= -3 that had [] enchantment(s) |  
[2024-03-25 00:40:24] [world_nether] The Player <Brycethelegend> has picked 2 of GLOWSTONE_DUST at X= -239, Y= 55, Z= 0 that had [] enchantment(s) |  
[2024-03-25 00:40:25] [world_nether] The Player <Brycethelegend> has picked 2 of GLOWSTONE_DUST at X= -237, Y= 54, Z= 1 that had [] enchantment(s) |  
[2024-03-25 00:41:12] [world_nether] The Player <Brycethelegend> has picked 2 of GLOWSTONE_DUST at X= -235, Y= 52, Z= 5 that had [] enchantment(s) |  
[2024-03-25 00:41:14] [world_nether] The Player <Brycethelegend> has picked 50 of GLOWSTONE_DUST at X= -236, Y= 53, Z= 1 that had [] enchantment(s) |  
[2024-03-25 00:41:18] [world_nether] The Player <Brycethelegend> has picked 16 of GLOWSTONE at X= -236, Y= 52, Z= 5 that had [] enchantment(s) |  
[2024-03-25 00:42:01] [world_nether] The Player <Brycethelegend> has picked 5 of QUARTZ at X= -248, Y= 53, Z= -4 that had [] enchantment(s) |  
[2024-03-25 00:42:04] [world_nether] The Player <Brycethelegend> has picked 16 of QUARTZ_BLOCK at X= -248, Y= 53, Z= -4 that had [] enchantment(s) |  
[2024-03-25 00:43:33] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1353, Y= 60, Z= -268 that had [] enchantment(s) |  
[2024-03-25 00:43:40] [world] The Player <Brycethelegend> has picked 8 of COBBLESTONE at X= -1350, Y= 59, Z= -270 that had [] enchantment(s) |  
[2024-03-25 00:43:40] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1349, Y= 60, Z= -270 that had [] enchantment(s) |  
[2024-03-25 00:44:27] [world] The Player <NezukoChan> has picked 3 of SUGAR_CANE at X= -10176, Y= 63, Z= 4110 that had [] enchantment(s) |  
[2024-03-25 00:45:36] [world] The Player <Brycethelegend> has picked 6 of SAND at X= -1307, Y= 63, Z= -302 that had [] enchantment(s) |  
[2024-03-25 00:45:39] [world] The Player <Brycethelegend> has picked 5 of SAND at X= -1308, Y= 63, Z= -302 that had [] enchantment(s) |  
[2024-03-25 00:45:39] [world] The Player <Brycethelegend> has picked 1 of SAND at X= -1308, Y= 62, Z= -303 that had [] enchantment(s) |  
[2024-03-25 00:45:42] [world] The Player <Brycethelegend> has picked 2 of SAND at X= -1308, Y= 62, Z= -302 that had [] enchantment(s) |  
[2024-03-25 00:45:43] [world] The Player <Brycethelegend> has picked 2 of SAND at X= -1309, Y= 62, Z= -302 that had [] enchantment(s) |  
[2024-03-25 00:45:44] [world] The Player <Brycethelegend> has picked 2 of SAND at X= -1309, Y= 63, Z= -302 that had [] enchantment(s) |  
[2024-03-25 00:45:45] [world] The Player <Brycethelegend> has picked 1 of SAND at X= -1310, Y= 62, Z= -302 that had [] enchantment(s) |  
[2024-03-25 00:45:46] [world] The Player <Brycethelegend> has picked 2 of SAND at X= -1310, Y= 62, Z= -301 that had [] enchantment(s) |  
[2024-03-25 00:45:46] [world] The Player <Brycethelegend> has picked 1 of SAND at X= -1311, Y= 61, Z= -302 that had [] enchantment(s) |  
[2024-03-25 00:45:48] [world] The Player <Brycethelegend> has picked 1 of SAND at X= -1311, Y= 62, Z= -302 that had [] enchantment(s) |  
[2024-03-25 00:45:49] [world] The Player <Brycethelegend> has picked 1 of SAND at X= -1311, Y= 62, Z= -301 that had [] enchantment(s) |  
[2024-03-25 00:45:50] [world] The Player <NezukoChan> has picked 1 of SUGAR_CANE at X= -10175, Y= 63, Z= 4110 that had [] enchantment(s) |  
[2024-03-25 00:45:51] [world] The Player <Brycethelegend> has picked 1 of SAND at X= -1307, Y= 61, Z= -301 that had [] enchantment(s) |  
[2024-03-25 00:45:53] [world] The Player <Brycethelegend> has picked 2 of SAND at X= -1306, Y= 62, Z= -302 that had [] enchantment(s) |  
[2024-03-25 00:45:55] [world] The Player <Brycethelegend> has picked 2 of SAND at X= -1305, Y= 63, Z= -301 that had [] enchantment(s) |  
[2024-03-25 00:45:55] [world] The Player <NezukoChan> has picked 25 of WATER_LILY at X= -10165, Y= 63, Z= 4111 that had [] enchantment(s) |  
[2024-03-25 00:45:55] [world] The Player <Brycethelegend> has picked 2 of SAND at X= -1306, Y= 62, Z= -301 that had [] enchantment(s) |  
[2024-03-25 00:45:57] [world] The Player <Brycethelegend> has picked 2 of SAND at X= -1304, Y= 62, Z= -301 that had [] enchantment(s) |  
[2024-03-25 00:45:58] [world] The Player <Brycethelegend> has picked 1 of SAND at X= -1304, Y= 63, Z= -300 that had [] enchantment(s) |  
[2024-03-25 00:46:00] [world] The Player <Brycethelegend> has picked 1 of SAND at X= -1304, Y= 62, Z= -300 that had [] enchantment(s) |  
[2024-03-25 00:46:01] [world] The Player <Brycethelegend> has picked 2 of SAND at X= -1305, Y= 62, Z= -300 that had [] enchantment(s) |  
[2024-03-25 00:46:02] [world] The Player <Brycethelegend> has picked 2 of SAND at X= -1306, Y= 62, Z= -300 that had [] enchantment(s) |  
[2024-03-25 00:46:02] [world] The Player <Brycethelegend> has picked 1 of SAND at X= -1307, Y= 62, Z= -300 that had [] enchantment(s) |  
[2024-03-25 00:46:05] [world] The Player <NezukoChan> has picked 21 of WATER_LILY at X= -10162, Y= 62, Z= 4099 that had [] enchantment(s) |  
[2024-03-25 00:46:25] [world] The Player <NezukoChan> has picked 18 of WATER_LILY at X= -10170, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:46:27] [world] The Player <NezukoChan> has picked 60 of SUGAR_CANE at X= -10169, Y= 61, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:46:34] [world] The Player <NezukoChan> has picked 4 of SUGAR_CANE at X= -10169, Y= 61, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:46:34] [world] The Player <NezukoChan> has picked 60 of SUGAR_CANE at X= -10169, Y= 61, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:46:40] [world] The Player <NezukoChan> has picked 4 of SUGAR_CANE at X= -10169, Y= 61, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:46:40] [world] The Player <NezukoChan> has picked 60 of SUGAR_CANE at X= -10169, Y= 61, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:46:56] [world] The Player <NezukoChan> has picked 46 of WATER_LILY at X= -10170, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:47:00] [world] The Player <NezukoChan> has picked 4 of SUGAR_CANE at X= -10168, Y= 61, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:47:00] [world] The Player <NezukoChan> has picked 64 of SUGAR_CANE at X= -10169, Y= 61, Z= 4110 that had [] enchantment(s) |  
[2024-03-25 00:47:00] [world] The Player <NezukoChan> has picked 60 of SUGAR_CANE at X= -10168, Y= 61, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:47:04] [world] The Player <NezukoChan> has picked 4 of SUGAR_CANE at X= -10168, Y= 61, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:47:04] [world] The Player <NezukoChan> has picked 60 of SUGAR_CANE at X= -10169, Y= 61, Z= 4110 that had [] enchantment(s) |  
[2024-03-25 00:47:05] [world] The Player <NezukoChan> has picked 4 of SUGAR_CANE at X= -10169, Y= 61, Z= 4110 that had [] enchantment(s) |  
[2024-03-25 00:47:05] [world] The Player <NezukoChan> has picked 60 of SUGAR_CANE at X= -10168, Y= 61, Z= 4110 that had [] enchantment(s) |  
[2024-03-25 00:47:05] [world] The Player <NezukoChan> has picked 64 of DOUBLE_PLANT at X= -10168, Y= 61, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:47:05] [world] The Player <NezukoChan> has picked 64 of DOUBLE_PLANT at X= -10168, Y= 61, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:47:06] [world] The Player <NezukoChan> has picked 64 of DOUBLE_PLANT at X= -10169, Y= 61, Z= 4110 that had [] enchantment(s) |  
[2024-03-25 00:47:06] [world] The Player <NezukoChan> has picked 64 of DOUBLE_PLANT at X= -10168, Y= 61, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:47:07] [world] The Player <NezukoChan> has picked 64 of WATER_LILY at X= -10168, Y= 61, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:47:07] [world] The Player <NezukoChan> has picked 1 of FEATHER at X= -10168, Y= 61, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:47:08] [world] The Player <NezukoChan> has picked 4 of SUGAR_CANE at X= -10168, Y= 61, Z= 4110 that had [] enchantment(s) |  
[2024-03-25 00:47:58] [world] The Player <NezukoChan> has picked 1 of SUGAR at X= -10163, Y= 63, Z= 4111 that had [] enchantment(s) |  
[2024-03-25 00:48:12] [world] The Player <NezukoChan> has picked 1 of ENDER_CHEST at X= -10169, Y= 60, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:48:12] [world] The Player <NezukoChan> has picked 1 of SAND at X= -10169, Y= 60, Z= 4109 that had [] enchantment(s) |  
[2024-03-25 00:48:31] [world] The Player <NezukoChan> has picked 1 of DIRT at X= -10146, Y= 64, Z= 4116 that had [] enchantment(s) |  
[2024-03-25 00:48:39] [world] The Player <Brycethelegend> has picked 1 of TORCH at X= -1378, Y= 67, Z= -248 that had [] enchantment(s) |  
[2024-03-25 00:48:39] [world] The Player <Brycethelegend> has picked 1 of QUARTZ_BLOCK at X= -1377, Y= 66, Z= -248 that had [] enchantment(s) |  
[2024-03-25 00:48:41] [world] The Player <Brycethelegend> has picked 4 of QUARTZ_BLOCK at X= -1377, Y= 66, Z= -244 that had [] enchantment(s) |  
[2024-03-25 00:48:42] [world] The Player <Brycethelegend> has picked 1 of QUARTZ_BLOCK at X= -1377, Y= 66, Z= -243 that had [] enchantment(s) |  
[2024-03-25 00:48:42] [world] The Player <Brycethelegend> has picked 1 of QUARTZ_BLOCK at X= -1376, Y= 66, Z= -242 that had [] enchantment(s) |  
[2024-03-25 00:48:44] [world] The Player <Brycethelegend> has picked 1 of QUARTZ_BLOCK at X= -1378, Y= 66, Z= -242 that had [] enchantment(s) |  
[2024-03-25 00:48:44] [world] The Player <Brycethelegend> has picked 1 of QUARTZ_BLOCK at X= -1378, Y= 66, Z= -242 that had [] enchantment(s) |  
[2024-03-25 00:48:44] [world] The Player <Brycethelegend> has picked 1 of QUARTZ_BLOCK at X= -1379, Y= 66, Z= -242 that had [] enchantment(s) |  
[2024-03-25 00:48:45] [world] The Player <Brycethelegend> has picked 1 of QUARTZ_BLOCK at X= -1379, Y= 66, Z= -241 that had [] enchantment(s) |  
[2024-03-25 00:48:47] [world] The Player <Brycethelegend> has picked 3 of QUARTZ_BLOCK at X= -1382, Y= 66, Z= -240 that had [] enchantment(s) |  
[2024-03-25 00:48:52] [world] The Player <Brycethelegend> has picked 2 of QUARTZ_BLOCK at X= -1375, Y= 66, Z= -247 that had [] enchantment(s) |  
